original_path,label,tipo,duracao,sample_rate,zcr,rms,spectral_centroid,bandwidth,rolloff,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13
dataset\direita\Ana_direita_31.wav,direita,augmentado,1.2,16000,0.0827379728618421,0.0520287,1656.490376244424,1875.8473409978742,3736.842105263158,-208.9959546412074,91.48877804784098,21.087513390165093,25.555693487213805,-0.7209598837229192,4.54199618963589,-11.803488037154509,-8.304698104870505,-13.590419336245139,-2.6704711819904254,-1.6555927763353389,-4.146595945248471,-0.440727557199925
dataset\direita\Ana_direita_31.wav,direita,augmentado,1.2,16000,0.0866956208881579,0.0345852,1654.0368634940814,1830.1433860419638,3721.0115131578946,-242.19937133789062,93.40630340576172,17.760961532592773,25.787403106689453,-6.610233783721924,5.39560079574585,-16.61005973815918,-4.775580883026123,-15.843923568725586,3.8346216678619385,-5.94386100769043,-2.4840993881225586,-4.090390682220459
dataset\direita\Ana_direita_32.wav,direita,augmentado,1.2,16000,0.27226819490131576,0.06994601,2707.602001482902,2087.0961633250226,5251.4391447368425,-313.9266185620757,46.06782902282771,14.649136481137422,31.020538751645763,-3.9573578466301513,-9.43831871655343,-2.7950630671465806,-0.0571743619187832,-6.725629918532515,-0.8814144979898668,-13.447295147605866,3.055308996022654,1.9451250518399863
dataset\direita\Ana_direita_32.wav,direita,augmentado,1.2,16000,0.09344161184210527,0.0556022,1584.9039932434225,1597.6578011971874,3630.1398026315787,-383.83502197265625,54.42844009399414,16.960590362548828,32.99789047241211,-10.516766548156738,-10.359134674072266,-2.1335625648498535,-0.3378658592700958,-8.745319366455078,-4.380282878875732,-15.037318229675293,9.051496505737305,-2.7894704341888428
dataset\direita\Ana_direita_33.wav,direita,augmentado,1.2,16000,0.12225020559210527,0.085359216,1970.1137062686332,2039.6818205025456,4421.258223684211,-232.13741810424568,67.1394331450196,21.266449211826334,38.526034299652935,-1.9607894167876192,-10.882505680386936,-8.204983525729224,-8.391002307676997,-7.6509988233970825,-9.85298585046185,-6.885045150165621,-3.3205866194486053,-6.7618322647204625
dataset\direita\Ana_direita_33.wav,direita,augmentado,1.2,16000,0.06816663240131579,0.05867882,1450.6217297539206,1759.6636321308838,3453.125,-284.92437744140625,84.96321105957031,20.0111141204834,44.37051010131836,-12.12441635131836,-8.520774841308594,-12.963696479797363,-7.11618185043335,-10.955294609069824,-8.846975326538086,-5.347198009490967,-5.09103536605835,-8.219612121582031
dataset\direita\Ana_direita_34.wav,direita,augmentado,1.2,16000,0.08678556743421052,0.042285535,1929.5376881105544,2123.688638286491,4498.972039473684,-235.63865778651828,78.83312532444643,27.154115192704214,27.01445098842171,14.083364383873638,6.406471952830219,-6.120023813564181,8.818263896489436,-4.946025055413875,-5.850528620429167,5.948835735102303,-5.2418266373314815,-0.727137155109061
dataset\direita\Ana_direita_34.wav,direita,augmentado,1.2,16000,0.08930407072368421,0.031952012,1631.8065628232416,1850.7920966238676,3504.1118421052633,-275.57928466796875,95.10916137695312,20.3515625,30.610445022583008,10.828573226928711,5.6854634284973145,-9.86772632598877,14.664670944213867,-13.768939971923828,0.14176388084888458,4.426133155822754,-8.96533489227295,0.6751733422279358
dataset\direita\Ana_direita_35.wav,direita,augmentado,1.2,16000,0.13367341694078946,0.031939354,2147.829474192059,2095.4633929341016,4692.2286184210525,-227.43279191276835,72.10801030524507,12.221650202373723,26.31628840158906,1.9678553832534658,-2.7118473445804403,-15.210074245961493,-7.591882329632422,6.916554858739009,-6.716933125301375,-6.954090874066297,1.9623782954020066,-4.844820955381906
dataset\direita\Ana_direita_35.wav,direita,augmentado,1.2,16000,0.10011050575657894,0.025853287,1619.141639357914,1678.5844247231223,3543.7911184210525,-272.8807678222656,102.4787826538086,-8.925141334533691,45.347259521484375,-7.41818380355835,13.52626895904541,-26.88965606689453,-2.051504135131836,-3.6292929649353027,9.437350273132324,-18.48625946044922,11.877912521362305,-13.388718605041504
dataset\direita\Ana_direita_36.wav,direita,augmentado,1.2,16000,0.20081208881578946,0.055107154,2366.716413746801,2044.367618045016,4681.332236842105,-226.01232505830487,59.903839960153256,-0.4798820937065884,14.417489198951452,-2.239493731187583,-16.369321083088277,-7.15636993739811,-5.010093905611867,-5.332381050837406,-2.783864264323435,-2.5998620612475998,-6.103426300313457,-3.030262673918377
dataset\direita\Ana_direita_36.wav,direita,augmentado,1.2,16000,0.0878649259868421,0.045779586,1577.5154231532215,1550.9733186224857,3018.503289473684,-304.1354064941406,91.13225555419922,-16.28765106201172,25.592809677124023,-5.635504245758057,-9.127291679382324,-14.411572456359863,0.0949452593922615,-10.822723388671875,2.1612372398376465,-6.8763813972473145,-2.1287717819213867,-8.372390747070312
dataset\direita\Ana_direita_37.wav,direita,augmentado,1.2,16000,0.13567793996710525,0.051930875,1818.9842183852636,1920.6062097720803,3935.2384868421054,-276.7532825106326,83.57391888434667,21.65533623142541,16.882239871077815,-4.482122805938895,-0.6088807011138773,-9.457955920569253,-3.6557774903676865,-14.709331858594531,-10.051809111058477,-11.400610843776542,-1.6056669519933457,-1.8812514269502474
dataset\direita\Ana_direita_37.wav,direita,augmentado,1.2,16000,0.07197008634868421,0.045048174,1324.9484705055286,1597.0335607239795,2968.1332236842104,-313.92926025390625,102.51661682128906,15.528587341308594,29.495098114013672,-11.253365516662598,9.262092590332031,-15.730313301086426,5.246696472167969,-18.31379508972168,-4.218228340148926,-17.608007431030273,-1.026926875114441,-4.605388641357422
dataset\direita\Ana_direita_38.wav,direita,augmentado,1.2,16000,0.12508994654605263,0.12670898,1979.4034459232437,2015.0839166338449,4397.409539473684,-219.62773903165564,67.75558268991381,25.03109799330949,31.080239163452262,-4.434669577987742,5.224129047645287,-11.418216666786241,-10.692501343562386,-3.388047876372737,-10.182945893896031,-16.47819140289319,-3.856582895906513,-10.705820711666162
dataset\direita\Ana_direita_38.wav,direita,augmentado,1.2,16000,0.05554841694078947,0.09124719,1385.0261531990595,1717.5231628397446,3158.1003289473683,-269.42193603515625,81.93731689453125,22.68319320678711,30.193090438842773,-11.016432762145996,7.265168190002441,-19.457725524902344,-7.698429107666016,-4.91594123840332,-14.775123596191406,-16.92369270324707,-1.6836503744125366,-12.280644416809082
dataset\direita\Ana_direita_39.wav,direita,augmentado,1.2,16000,0.24904913651315788,0.06806393,2377.6941773217973,1962.6114592439626,4666.118421052632,-343.7024039103434,54.72707413412709,23.248041993379278,15.149107402798787,-0.6161653123912554,-9.017197601811004,-28.37875811457238,-9.095896314488916,-14.40368389710378,-17.7140204198337,-12.328995742818579,-13.741117902222186,-11.691564626057252
dataset\direita\Ana_direita_39.wav,direita,augmentado,1.2,16000,0.06375925164473684,0.051019907,1338.3408470233494,1468.8282611917691,2920.6414473684213,-404.2545471191406,75.8697280883789,23.15016746520996,11.937406539916992,-6.941468238830566,-15.774022102355957,-36.803131103515625,-8.429676055908203,-22.34815788269043,-16.567893981933594,-16.12856674194336,-16.761938095092773,-10.459766387939453
dataset\direita\Ana_direita_4.wav,direita,augmentado,1.2,16000,0.15623715049342105,0.14345597,2044.9640136299076,1895.7800403265617,4200.863486842105,-237.72712695638026,59.68176920716743,25.23661686891588,46.482212944374226,-10.699799762288805,-9.945580530293887,-1.1178246954183064,-11.621396807539464,-6.6535859898282,-11.786414603390389,-5.498738428958389,-3.01653513380705,-5.491907848839573
dataset\direita\Ana_direita_4.wav,direita,augmentado,1.2,16000,0.10154965049342106,0.10976262,1607.567378399581,1636.2331992478455,3318.2565789473683,-265.6087951660156,73.23930358886719,22.187305450439453,47.607391357421875,-24.74849510192871,-10.547345161437988,-5.786528587341309,-11.68066120147705,-8.119464874267578,-16.06859016418457,-2.091313123703003,-5.520771026611328,-8.322855949401855
dataset\direita\Ana_direita_40.wav,direita,augmentado,1.2,16000,0.2219752261513158,0.12886134,2356.7143970626144,2075.827883595601,4762.5411184210525,-222.17000302870474,70.69646614897613,15.208208642613254,-0.3153365618064924,4.872616994675895,-4.608537905775869,-4.9288740676719485,-2.3523989120282773,-10.291001633430517,-1.1156660894067245,-13.357528275441098,-8.859493972378445,-2.7326503645471036
dataset\direita\Ana_direita_40.wav,direita,augmentado,1.2,16000,0.07029965049342106,0.11291322,1210.1008244669047,1450.1133895244118,2516.8585526315787,-277.29254150390625,96.92052459716797,13.141094207763672,1.0581694841384888,1.8256337642669678,1.9270200729370117,-13.982264518737793,5.198871612548828,-15.608935356140137,6.258186340332031,-13.651104927062988,-8.424070358276367,-9.649147033691406
